profile	case	verdict	assertion	detail
hostile	07-stream-termination	PASS	usage is reported only when it actually arrived — never invented	usage = TokenUsage { input_tokens: None, output_tokens: None, reasoning_tokens: None, cached_input_tokens: None }
hostile	07-stream-termination	PASS	requested-but-absent usage is declared as a degradation	UnterminatedReasoning { recovered_answer_chars: 160 }, MalformedFramesSkipped { count: 3 }, NoTerminationSentinel, UsageNotReported
hostile	07c-termination-latency	PASS	the credentialed arm really did put a credential on the wire	credentialed arm: true, uncredentialed arm: false
hostile	07c-termination-latency	PASS	the uncredentialed arm really did not — the two arms are different paths	false
hostile	07c-termination-latency	PASS	every sampled turn completed without error, both arms	uncredentialed: 5 samples, credentialed: 5 samples
hostile	07c-termination-latency	PASS	TERMINATION IS SINGLE-DIGIT MILLISECONDS ON THE CREDENTIALED PATH — median under 10 ms	median 4.093255ms, samples [4.45146ms, 3.763953ms, 4.093255ms, 4.224869ms, 3.881546ms]
hostile	07c-termination-latency	PASS	…and on the uncredentialed one, so redaction is not what makes or breaks it	median 3.238409ms
hostile	07c-termination-latency	PASS	no sample came anywhere near the recorded 5003 ms hang, either arm	worst uncredentialed 5.309213ms, worst credentialed 4.45146ms
hostile	07c-termination-latency	PASS	every sample returned the same answer length — timing did not truncate anything	uncredentialed [160, 160, 160, 160, 160], credentialed [160, 160, 160, 160, 160]
hostile	07c-termination-latency	PASS	redaction did not change the answer — both arms delivered the same text length	uncredentialed Some(160), credentialed Some(160)
hostile	07c-termination-latency	PASS	arm C really was credentialed	true
hostile	07c-termination-latency	PASS	THE PAYLOAD ACTUALLY EXERCISES THE CODE BEING MEASURED — thousands of backslash bytes, not round 4's zero	4200 backslash byte(s) across 5 turns
hostile	07c-termination-latency	PASS	…and the escape-resolution path is walked, not skipped	600 `\u00XX` escape(s)
hostile	07c-termination-latency	PASS	…and `hold_back_len` had something to hold back — near-miss credential prefixes ended frames	150 near-miss prefix(es)
hostile	07c-termination-latency	PASS	every sampled turn completed without error on the adversarial payload	5 samples
hostile	07c-termination-latency	PASS	TERMINATION IS STILL SINGLE-DIGIT MILLISECONDS with the scrubber fully exercised	median 5.593169ms, samples [5.593169ms, 5.343929ms, 5.782542ms, 5.216626ms, 6.046717ms]
hostile	07c-termination-latency	PASS	every sample returned the same answer length — the carry buffer loses nothing	[5420, 5420, 5420, 5420, 5420]
hostile	07c-termination-latency	PASS	and the credential is still absent from the answer the scrubber produced	checked
hostile	08-malformed-frames	PASS	skipping bad frames is reported, not silent	reported 3 skipped, body contains 2 bad frames
hostile	08-malformed-frames	PASS	NO DATA LOSS — the stream delivers what a strict consumer would have lost	Vela 166 chars vs strict-JSON consumer 31 chars
hostile	08-malformed-frames	PASS	content that arrives AFTER the bad frames still reaches the user	the tail of the ground truth is present in the streamed answer
hostile	08-malformed-frames	PASS	one bad frame never aborts the turn	166 characters delivered
hostile	09-no-credential	PASS	a no-credential request is answered — absence of a key is a supported state	None
hostile	09-no-credential	PASS	NO `authorization` header appears on the wire at all	1 exchange(s) inspected
hostile	09-no-credential	PASS	and no credential-shaped header of any other name appears either	checked every recorded request header
hostile	09-no-credential	PASS	no credential is smuggled into the query string	http://127.0.0.1:40109/v1/chat/completions
hostile	09-no-credential	PASS	control — a configured credential DOES appear, so the assertion above can fail	if this fails, 'no authorization header' proves nothing
hostile	09-no-credential	PASS	a missing credential is an auth failure, and NOTHING is sent	0 request(s) sent
hostile	09-no-credential	PASS	an auth failure is never retried and never failed over	Err(AuthFailed { diagnosis: Diagnosis { cause: CredentialMissing, status: None, endpoint: None, filter: None, correlation: CorrelationId(0) } })
hostile	07b-stalled-socket	PASS	a stalled socket is abandoned rather than awaited forever	809.570489ms
hostile	07b-stalled-socket	PASS	and the abandonment is an explicit error, not an empty success	Some(true)
hostile	11-credential-leak	PASS	NO CREDENTIAL in an error produced with no recorder anywhere in the path	0 leaking rendering(s): []
hostile	11-credential-leak	PASS	at least one peer really did echo the credential back — the echo cases are real	["400 error body", "200 + error frame", "200 + error frame (bare transport)"]
hostile	11-credential-leak	PASS	ALL THREE echo peers echoed it — no echo case is vacuous	3 of 3 peers echoed the credential
hostile	11-credential-leak	PASS	both escaping peers put the ESCAPED credential on the wire — the cases are real	400 body: true, error frame: true
hostile	11-credential-leak	PASS	…and NEITHER wrote a form the byte-literal scrub could match — that is the hole	400 body: false, error frame: false
hostile	11-credential-leak	PASS	the credential is ALREADY GONE from the bytes Vela's parser reads	6 echo body/bodies checked
hostile	11-credential-leak	PASS	and the redaction marker IS there — the body was not merely empty	6 of 6 echo bodies carry `<redacted>`
hostile	11-credential-leak	PASS	the forced failures ARE failures — otherwise every assertion below is vacuous	12 of 12 produced an error
hostile	11-credential-leak	PASS	NO CREDENTIAL in any Display, Debug or serde rendering of any error	12 error(s) rendered 5 ways each, all clean
hostile	11-credential-leak	PASS	NO CREDENTIAL in the serde JSON specifically — the IPC wire shape	24 serialisation(s) checked
hostile	11-credential-leak	PASS	NO CREDENTIAL in the transport's own normalised failure detail	12 exchange log(s) checked
hostile	11-credential-leak	PASS	NO CREDENTIAL in the streamed event sink the UI is handed	checked on every streamed case
hostile	11-credential-leak	PASS	the URL the recorder prints is the redacted form	http://127.0.0.1/v1?key=<redacted>
hostile	11-credential-leak	PASS	no ProviderError crosses the IPC bridge today (recorded, not assumed)	rust=false, ts=false
hostile	12-redirect-egress	PASS	the configured endpoint really was contacted on every arm — nothing is vacuous	10 connections across 10 arms
hostile	12-redirect-egress	PASS	THE THIRD PARTY ACCEPTED ZERO CONNECTIONS	0 connections
hostile	12-redirect-egress	PASS	THE THIRD PARTY RECEIVED ZERO BYTES — not 'no credential', zero bytes	0 bytes
hostile	12-redirect-egress	PASS	no spelling of the canary reached the third party, on any binding	none
hostile	12-redirect-egress	PASS	every arm ended in an error rather than a silently-followed hop	10 refused of 10 arms
hostile	12-redirect-egress	PASS	the error names the CONFIGURED authority and NOT the redirect target, in every rendering — the target is a host the endpoint chose	10 of 10
hostile	12-redirect-egress	PASS	a refused redirect is never retried — the same request earns the same Location	0 arms reported the failure as retryable
hostile	12-redirect-egress	PASS	no rendering of any refusal carries the credential	5 renderings × 10 arms clean
hostile	12-redirect-egress	PASS	301, 302, 303, 307 and 308 are all refused — 303 rewrites the method, and that changes nothing	5 of 5 refused, third party got 0 bytes
hostile	12-redirect-egress	PASS	a redirect to the SAME scheme, host and port is followed — a reverse proxy normalising a path is real and egresses nowhere new	2 hops, second path seen: true, outcome ok: true
hostile	12-redirect-egress	PASS	CONTROL: with the policy removed the canary DOES reach the third party — so the assertions above are about a real channel	3 of 5 bindings leaked
hostile	12-redirect-egress	PASS	CONTROL: it leaks for exactly the bindings `reqwest` does not protect — x-api-key, x-goog-api-key and the query string — and not for Bearer	5 of 5 bindings matched the predicted upstream behaviour
hostile	12-redirect-egress	PASS	CONTROL, AND THE REASON THE FIX REFUSES RATHER THAN STRIPS: even on the bindings upstream DOES protect, the third party still received the request — the prompt, the model id, the tool catalogue. Stripping the credential would have left that.	1028 bytes reached the unconfigured host across 5 bindings under the control; 0 under the shipping transport
hostile	13-encoded-credential-leak	PASS	B2's inversion: the endpoint's message reaches the error on NO arm — the field it used to arrive in is gone	0 of 64 arms carried the endpoint's own marker
hostile	13-encoded-credential-leak	PASS	and the peers really did send it — the premise moved upstream to the socket, where it is still answerable	64 arm-equivalents saw the marker on the wire, of 64
hostile	13-encoded-credential-leak	PASS	STRONGEST: no string in any error's serde shape is unexplained by Vela's own closed vocabulary — not 'no credential', NO ENDPOINT TEXT AT ALL	64 arms, 0 unexplained strings
hostile	13-encoded-credential-leak	PASS	the encoding peers put NO literal copy of the credential on the wire — the literal pass genuinely had nothing to match	28 of 28 encoded peers
hostile	13-encoded-credential-leak	PASS	the BRIEFED encodings are all removed — verbatim, PHP's \/, \uXXXX, and the percent form Vela writes	32 of 32 briefed arms clean
hostile	13-encoded-credential-leak	PASS	DELETION, not redaction — no `<redacted>` marker on the error surface either, because there is nothing there to mask	0 of 64 arms carry the marker
hostile	13-encoded-credential-leak	PASS	NO SPELLING OF THE CREDENTIAL REACHES ANY SURFACE — Display, Debug, the serde JSON that crosses the IPC bridge, or the StreamEvent the UI is handed	64 arms clean
hostile	14-reasoning-meets-tool-calling	PASS	streamed: emulation was entered through the endpoint's own 400	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }, UsageNotReported
hostile	14-reasoning-meets-tool-calling	PASS	streamed: the reasoning block really never closed	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }, UsageNotReported
hostile	14-reasoning-meets-tool-calling	PASS	streamed: a call recovered from a never-closed <think> is NOT executable	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
hostile	14-reasoning-meets-tool-calling	PASS	streamed: the turn does not end in ToolUse	MaxTokens
hostile	14-reasoning-meets-tool-calling	PASS	streamed: the refusal is REPORTED, not silently dropped	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
hostile	14-reasoning-meets-tool-calling	PASS	streamed: no raw tool-call markup in the answer	"I could call  but that would be destructive, so I will not."
hostile	14-reasoning-meets-tool-calling	PASS	streamed: no raw tool-call markup on any TextDelta	"I could call  but that would be destructive, so I will not."
hostile	14-reasoning-meets-tool-calling	PASS	streamed: MEASURED-3 still holds — the answer is not swallowed	"I could call  but that would be destructive, so I will not."
hostile	14-reasoning-meets-tool-calling	PASS	streamed: the deliberation is kept as reasoning	"I could call <tool_call>{\"name\":\"delete_everything\",\"arguments\":{\"path\":\"/\"}}</tool_call> but that would be destructive, so I will not."
hostile	14-reasoning-meets-tool-calling	PASS	non-streamed: emulation was entered through the endpoint's own 400	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
hostile	14-reasoning-meets-tool-calling	PASS	non-streamed: the reasoning block really never closed	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
hostile	14-reasoning-meets-tool-calling	PASS	non-streamed: a call recovered from a never-closed <think> is NOT executable	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
hostile	14-reasoning-meets-tool-calling	PASS	non-streamed: the turn does not end in ToolUse	MaxTokens
hostile	14-reasoning-meets-tool-calling	PASS	non-streamed: the refusal is REPORTED, not silently dropped	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
hostile	14-reasoning-meets-tool-calling	PASS	non-streamed: no raw tool-call markup in the answer	"I could call  but that would be destructive, so I will not."
hostile	14-reasoning-meets-tool-calling	PASS	non-streamed: MEASURED-3 still holds — the answer is not swallowed	"I could call  but that would be destructive, so I will not."
hostile	14-reasoning-meets-tool-calling	PASS	non-streamed: the deliberation is kept as reasoning	"I could call <tool_call>{\"name\":\"delete_everything\",\"arguments\":{\"path\":\"/\"}}</tool_call> but that would be destructive, so I will not."
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): emulation was entered through the endpoint's own refusal	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }, UsageNotReported
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): the reasoning block really never closed	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }, UsageNotReported
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): the endpoint really was asked in the EMULATED shape — the catalogue was prose, not a `tools` array	2 request(s) recorded by the peer
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): A CALL RECOVERED FROM A NEVER-CLOSED <think> IS NOT EXECUTABLE	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): the turn does not end in ToolUse	MaxTokens
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): the refusal is REPORTED, not silently dropped	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): no raw tool-call markup in the answer	"I could call  but that would be destructive, so I will not."
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): no raw tool-call markup on any TextDelta	"I could call  but that would be destructive, so I will not."
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): MEASURED-3 still holds — the answer is not swallowed	"I could call  but that would be destructive, so I will not."
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): the deliberation is kept as reasoning	"I could call <tool_call>{\"name\":\"delete_everything\",\"arguments\":{\"path\":\"/\"}}</tool_call> but that would be destructive, so I will not."
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): emulation was entered through the endpoint's own refusal	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): the reasoning block really never closed	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): the endpoint really was asked in the EMULATED shape — the catalogue was prose, not a `tools` array	2 request(s) recorded by the peer
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): A CALL RECOVERED FROM A NEVER-CLOSED <think> IS NOT EXECUTABLE	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): the turn does not end in ToolUse	MaxTokens
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): the refusal is REPORTED, not silently dropped	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): no raw tool-call markup in the answer	"I could call  but that would be destructive, so I will not."
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): MEASURED-3 still holds — the answer is not swallowed	"I could call  but that would be destructive, so I will not."
hostile	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): the deliberation is kept as reasoning	"I could call <tool_call>{\"name\":\"delete_everything\",\"arguments\":{\"path\":\"/\"}}</tool_call> but that would be destructive, so I will not."
hostile	15-reasoning-x-tools-every-adapter	PASS	anthropic / stream(): the turn is refused, not silently emulated	Err(CapabilityUnsupported { capability: ToolCalling, diagnosis: Diagnosis { cause: CapabilityAbsentOnThisModel, status: None, endpoint: None, filter: None, correlation: CorrelationId(0) } })
hostile	15-reasoning-x-tools-every-adapter	PASS	anthropic / stream(): NO UNSUPPORTED AFFORDANCE IS OFFERED — the refusal is not retried or failed over into one	Err(CapabilityUnsupported { capability: ToolCalling, diagnosis: Diagnosis { cause: CapabilityAbsentOnThisModel, status: None, endpoint: None, filter: None, correlation: CorrelationId(0) } })
hostile	15-reasoning-x-tools-every-adapter	PASS	anthropic / stream(): no tool-call markup reached the UI on the way to refusing	""
hostile	15-reasoning-x-tools-every-adapter	PASS	anthropic / stream(): emulation is structurally unreachable here — no `with_tool_emulation` call site exists on this adapter	grepped anthropic/stream.rs and anthropic/provider.rs
hostile	15-reasoning-x-tools-every-adapter	PASS	anthropic / complete(): the turn is refused, not silently emulated	Err(CapabilityUnsupported { capability: ToolCalling, diagnosis: Diagnosis { cause: CapabilityAbsentOnThisModel, status: None, endpoint: None, filter: None, correlation: CorrelationId(0) } })
hostile	15-reasoning-x-tools-every-adapter	PASS	anthropic / complete(): NO UNSUPPORTED AFFORDANCE IS OFFERED — the refusal is not retried or failed over into one	Err(CapabilityUnsupported { capability: ToolCalling, diagnosis: Diagnosis { cause: CapabilityAbsentOnThisModel, status: None, endpoint: None, filter: None, correlation: CorrelationId(0) } })
hostile	15-reasoning-x-tools-every-adapter	PASS	anthropic / complete(): no tool-call markup reached the UI on the way to refusing	""
hostile	15-reasoning-x-tools-every-adapter	PASS	anthropic / complete(): emulation is structurally unreachable here — no `with_tool_emulation` call site exists on this adapter	grepped anthropic/stream.rs and anthropic/provider.rs
hostile	15-reasoning-x-tools-every-adapter	PASS	google / stream(): emulation was entered through the endpoint's own refusal	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
hostile	15-reasoning-x-tools-every-adapter	PASS	google / stream(): the reasoning block really never closed	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
hostile	15-reasoning-x-tools-every-adapter	PASS	google / stream(): the endpoint really was asked in the EMULATED shape — the catalogue was prose, not a `tools` array	6 request(s) recorded by the peer
hostile	15-reasoning-x-tools-every-adapter	PASS	google / stream(): A CALL RECOVERED FROM A NEVER-CLOSED <think> IS NOT EXECUTABLE	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
hostile	15-reasoning-x-tools-every-adapter	PASS	google / stream(): the turn does not end in ToolUse	MaxTokens
hostile	15-reasoning-x-tools-every-adapter	PASS	google / stream(): the refusal is REPORTED, not silently dropped	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
hostile	15-reasoning-x-tools-every-adapter	PASS	google / stream(): no raw tool-call markup in the answer	"I could call  but that would be destructive, so I will not."
hostile	15-reasoning-x-tools-every-adapter	PASS	google / stream(): no raw tool-call markup on any TextDelta	"I could call  but that would be destructive, so I will not."
hostile	15-reasoning-x-tools-every-adapter	PASS	google / stream(): MEASURED-3 still holds — the answer is not swallowed	"I could call  but that would be destructive, so I will not."
hostile	15-reasoning-x-tools-every-adapter	PASS	google / stream(): the deliberation is kept as reasoning	"I could call <tool_call>{\"name\":\"delete_everything\",\"arguments\":{\"path\":\"/\"}}</tool_call> but that would be destructive, so I will not."
hostile	15-reasoning-x-tools-every-adapter	PASS	google / complete(): emulation was entered through the endpoint's own refusal	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
hostile	15-reasoning-x-tools-every-adapter	PASS	google / complete(): the reasoning block really never closed	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
hostile	15-reasoning-x-tools-every-adapter	PASS	google / complete(): the endpoint really was asked in the EMULATED shape — the catalogue was prose, not a `tools` array	6 request(s) recorded by the peer
hostile	15-reasoning-x-tools-every-adapter	PASS	google / complete(): A CALL RECOVERED FROM A NEVER-CLOSED <think> IS NOT EXECUTABLE	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
hostile	15-reasoning-x-tools-every-adapter	PASS	google / complete(): the turn does not end in ToolUse	MaxTokens
hostile	15-reasoning-x-tools-every-adapter	PASS	google / complete(): the refusal is REPORTED, not silently dropped	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
hostile	15-reasoning-x-tools-every-adapter	PASS	google / complete(): no raw tool-call markup in the answer	"I could call  but that would be destructive, so I will not."
hostile	15-reasoning-x-tools-every-adapter	PASS	google / complete(): MEASURED-3 still holds — the answer is not swallowed	"I could call  but that would be destructive, so I will not."
hostile	15-reasoning-x-tools-every-adapter	PASS	google / complete(): the deliberation is kept as reasoning	"I could call <tool_call>{\"name\":\"delete_everything\",\"arguments\":{\"path\":\"/\"}}</tool_call> but that would be destructive, so I will not."
hostile	16-reasoning-x-structured-output	PASS	openai-compatible / stream(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }, UsageNotReported
hostile	16-reasoning-x-structured-output	PASS	openai-compatible / stream(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
hostile	16-reasoning-x-structured-output	FAIL	openai-compatible / stream(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
hostile	16-reasoning-x-structured-output	PASS	openai-compatible / stream(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }, UsageNotReported
hostile	16-reasoning-x-structured-output	PASS	openai-compatible / stream(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
hostile	16-reasoning-x-structured-output	PASS	openai-compatible / complete(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }
hostile	16-reasoning-x-structured-output	PASS	openai-compatible / complete(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
hostile	16-reasoning-x-structured-output	FAIL	openai-compatible / complete(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
hostile	16-reasoning-x-structured-output	PASS	openai-compatible / complete(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }
hostile	16-reasoning-x-structured-output	PASS	openai-compatible / complete(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
hostile	16-reasoning-x-structured-output	PASS	anthropic / stream(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }
hostile	16-reasoning-x-structured-output	PASS	anthropic / stream(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
hostile	16-reasoning-x-structured-output	FAIL	anthropic / stream(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
hostile	16-reasoning-x-structured-output	PASS	anthropic / stream(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }
hostile	16-reasoning-x-structured-output	PASS	anthropic / stream(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
hostile	16-reasoning-x-structured-output	PASS	anthropic / complete(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }
hostile	16-reasoning-x-structured-output	PASS	anthropic / complete(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
hostile	16-reasoning-x-structured-output	FAIL	anthropic / complete(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
hostile	16-reasoning-x-structured-output	PASS	anthropic / complete(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }
hostile	16-reasoning-x-structured-output	PASS	anthropic / complete(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
hostile	16-reasoning-x-structured-output	PASS	google / stream(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }
hostile	16-reasoning-x-structured-output	PASS	google / stream(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
hostile	16-reasoning-x-structured-output	FAIL	google / stream(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
hostile	16-reasoning-x-structured-output	PASS	google / stream(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }
hostile	16-reasoning-x-structured-output	PASS	google / stream(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
hostile	16-reasoning-x-structured-output	PASS	google / complete(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }
hostile	16-reasoning-x-structured-output	PASS	google / complete(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
hostile	16-reasoning-x-structured-output	FAIL	google / complete(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
hostile	16-reasoning-x-structured-output	PASS	google / complete(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }
hostile	16-reasoning-x-structured-output	PASS	google / complete(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
hostile	16-reasoning-x-structured-output	PASS	openai-compatible / stream() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
hostile	16-reasoning-x-structured-output	PASS	openai-compatible / complete() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
hostile	16-reasoning-x-structured-output	PASS	anthropic / stream() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
hostile	16-reasoning-x-structured-output	PASS	anthropic / complete() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
hostile	16-reasoning-x-structured-output	PASS	google / stream() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
